EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM,AGENCYID
ANN283101,ANN2,1983,1,1,N Face-W Ridge,,,,Austria,Robert Schauer,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Marshyangdi->Hongde->Sabje Khola,11/04/1983,05/05/1983,,24,25,30/12/1899,6,"Abandoned at 7450m due to fatal accident, bad weather",7450,FALSE,FALSE,FALSE,3,0,5,0,1,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(12/04,4600m),C1(22/04,5700m),C2(28/04,6400m),C3(30/04,7000m),xxx(05/05,7450m)","BC north-northwest of Annapurna IV as planned.

17 days snow BC. Tried for summit above C3 on 5 May. Klaus Schlamberger and Schauer going for site of C4 at about 7200m (lower than high point have to descend then go up to Annapurna II top).

Fatal accident, then no interest on the mountain after that. Could have gone to summit next day, which had good weather.

Klaus was already 7300m on main ridge and Schauer 150m above him and could not see where he was but he didn't appear. Schauer went down to look and couldn't find him. Then fog covered Schauer. Looked 4 hours in area of hidden crevasses; found no tent left at C3, set up another tent there and realized he must have fallen. Next day found Klaus's body at 7000m at start of icefall. He must have been blown off balance day before. Others went to body and buried it there in crevasse.",Klaus Schlammberger killed (possibly by fall while skiing during wind storm),,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451088,
ANN283301,ANN2,1983,3,1,S Face-S Spur,,,,Australia,Timothy Macartney-Snape,Australian Annapurna II Expedition,TRUE,FALSE,FALSE,FALSE,4th,,,,FALSE,FALSE,,Madi Khola->Hogagoth,19/08/1983,08/10/1983,1330,50,58,16/10/1983,1,,7937,FALSE,FALSE,FALSE,3,0,5,4,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(19/08,2600m),ABC(20/08,3700m),C1(05/09,4875m),C2(16/09,6500m),C3(30/09,7100m),Biv(06/10,7600m),Smt(08/10)","BC before gauge through sanga at base of rock barrier - Japanese C1 top of rock barrier.

From 30th Sept all 4 were C3 waiting for better weather. 6 Oct went to high biv at 7600m. Took couple days to make route around considerable difficulties to top. Got to C3 at beginning of bad weather including wind and then too tired to go below C2 which reached 9th evening and then snowfall and very slow descent in deep snow and small avalanches all around. By time they were down, glacier had shifted and very dangerous ice cliffs over hanging route. Ran out of food and fuel on slowed descent and ABC abandoned by Sherpas and Groom in deep snow. Snow conditions had been much better (harder) in August than later. Got to ABC 12 Oct.

Above C3: rotten slabs steep loose rock. Last 300-500m was really difficult; last 150m was on snow and 100m below that was very steep rock gully.

Before established C1 did a recce of W Face of South Spur but too dangerous from avalanching.


Shrestha, Tourism - 18 Oct 83

16 Oct by leader: ""We are alive and well. On 8th Oct at midday we reached summit of Annapurna II having climbed its S Face."" From 27 Sept till yesterday we had no contact with anyone. We were stuck on the mountain. To be in KTM 19 Oct, leave Nepal 22 Oct.

""We are very late mainly duely to the very high winds and snow.""


Kunga Sherpa - 17 Oct 83

8 Oct summit.
27 Sept left BC for C2. C3 established 30 Sept and 1st Oct left for summit but turned back by high winds and snowfall. Remained at C3 for 5 days. On 6 Oct again left for summit having 2 bivs before. In Siklis and we joining them today 16 Oct - plan to reach Pokhara 19 Oct.


Kunga Sherpa - 12 Oct 83

All are well. 4 are at high camp to make summit. Waiting for good weather.
Letter dated 10 Oct am from Kunga's man at BC. Groom in BC, less experienced.


Letter of 20 Sept at ABC from Ang Karma:

We spent 10 days in all at C1 waiting for good weather and taking loads up to the col - C2. On the way there, there is a short section of fixed rope and one evening Lincoln Hall pulled same rocks down on him as the rope was badly placed. The rocks broke his helmet and badly bruised his arm and foot so that he could not walk for a week.

A few days ago we finally made it up to the col: Andy, Greg, Lincoln, Tenzing, Narayan; Mike returned to base because he had some infection.

Ask for tickets for 11 Oct as we will probably be back in KTM on 6 Oct.

C2 at 22,000 ft.",,,Kunga,FALSE,FALSE,FALSE,FALSE,FALSE,,2451244,
ANN283302,ANN2,1983,3,1,N Face-W Ridge,,,,S Korea,Chung Sang-Mo,1983 Annapurna II Expedition of Yeung Nam Univ Alpine Club,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Marshyangdi->Pisang->Salatang Khola,01/09/1983,08/10/1983,,37,55,26/10/1983,5,Abandoned at 7300m due to avalanching,7300,FALSE,FALSE,FALSE,5,0,6,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(01/09,3800m),C1(04/09,4500m),C2(07/09,5200m),C3(27/09,6200m),C4(01/10,6800m),C5(08/10,7300m),xxx(08/10,7300m)","BC at Sotang Khola northwest of Annapurna II via Pisang village.

C4 avalanched on 11 Oct: 2 tents broken and equipment lost and leader covered by snow and in descent bivouacked and got frostbitten fingers. Others tried again to climb mountain, started up from BC on 18 Oct, but did not reach C5 again.

No good weather weather and avalanches. Also lost much gear in avalanche of 11 Oct which even hit BC.

Very long C2 to C4, used fixed rope and C2 to C3 very steep mixed ice and rock.


Khadga, Tourism Ministry

Abandoned 23 Oct due to high winds, snowfall and avalanches damaging route and Sherpas weakness.
Schedule 27 Oct to leave BC.
How high reached not given.


Khadga & Prachanda Shrestha, Tourism Ministry - 19 Oct 1983

Established C5 8 Oct ,300m.
Same evening was storm and snowfall so members came down to C4 6800m.

10 Oct 8 am was avalanche where leader Chung (Jung) Sang-Mo was covered by snow. By help of other members he was taken out of snow and came to C3 where also avalanched, so came to C2 but could not reach C2, so had to pass night on the way. Fingers of Chung frostbitten and he has left BC for KTM; others waiting for good weather to continue climb.",Chung Sang-Mo (leader) evacuated because of frostbite,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451244,
ANN283401,ANN2,1983,4,1,N Face-W Ridge,,,,UK,Ron Rutland,British Annapurna II Winter Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,25/11/1983,11/12/1983,,16,20,15/12/1983,5,Abandoned at 5600m due to avalanching,5950,FALSE,FALSE,FALSE,3,0,4,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(25/11,3650m),C1(01/12,4200m),C2(03/12,5200m),C3(10/12,5600m),xxx(11/12,5950m)","Lot of very deep anow (powder with crust) some waist deep. 3 avalanches hitting BC with one on 1 Dec partially destroying BC and blast felt at C1. Avalanche coming from from high on face. Were series of serac barriers to be crossed under and then decided risks too great.

Snow that was avalanching was late autumn's heavy snowfall that had not consolidated on sunless N Face.

None was extremely old but had excellent equipment and no frostbite.


Shyam, Tourism - 15 Dec 83

Abandoned on 13 Dec because many snow avalanches C3 10 Dec 5600m. 
Leave of BC 15 Dec planned; all well. No mention of being hit by avalanche.",,,Sherpa Cooperative Trekking (SCT),FALSE,FALSE,FALSE,FALSE,FALSE,,2451353,
ANN284101,ANN2,1984,1,1,S Face,,,,Japan,Kunihiko Kondo,Expedition to S Face of Mt. Annapurna II 1984,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Madi Khola->Hogagoth,13/03/1984,02/04/1984,,20,23,05/04/1984,5,"Abandoned at 6000m due to heavy snowfall, avalanching and lost supplies",6000,FALSE,FALSE,FALSE,2,0,3,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(13/03,2600m),ABC(24/03,4700m),C1(29/03,5900m),C2(01/04,5800m),xxx(02/04,6000m)","BC south of mountain and south of its SW Ridge.

6000m cache destroyed by avalanche. 2 difficult places on route: before ABC rock face at 3400m and again another rock band at 5300m just below C1. Made new route below C1.

Deposited supplies on 2 April at 6000m at C2 and stayed at C2 3-4 April during heavy snowfall. 5th April returned to deposit site and found all supplies gone in avalanche so decided to abandon climb because no supplies left. Returned to BC 11th April after 2 days holiday at ABC.","6000m cache destroyed by avalanche, no injuries",,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451467,
ANN284301,ANN2,1984,3,1,SW Ridge,,,,Japan,Nobuo Kuwahara,Osaka Annapurna II South Face Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Madi Khola->Hogagoth,23/08/1984,03/09/1984,,11,34,26/09/1984,5,Abandoned at 5100m due to falling ice/rock,5100,FALSE,FALSE,FALSE,0,0,4,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"TempBC(23/08,2600m),Dep(25/08,4000m),BC(31/08,4700m),xxx(03/09,5100m)","Many stones and seracs falling (10 seracs daily) and twice fixed rope cut in chimney. Wanted to put C1 at 5200m but never able to reach site: fog obscured view of route, great danger from falling ice and stones. Tried 6 times to go up, but never above 5100m.
                                                                                                                                   Leader dropped out at TBC when stomach trouble developed, left team 25 Aug.


Annapurna II - SW Ridge

Kojo Sakai, Kawase, Takao tried to climb mountain (leader left expedition 25 Aug - not to BC)
BC 31 Aug 4700m.

3 Sept 3 members and 2 Sherpas reached 5100m, but bad weather above, so back to BC.

5 times again to same point and always found bad weather and broken seracs and on 5 and 23rd fixed ropes broken. 26 Sept decided to abandon climb and left BC that day. Arrived KTM yesterday.","None; ""very lucky"" and more helmets needed; team too low for frostbite problems",,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451621,
ANN285301,ANN2,1985,3,1,S Face,,,,Japan,Masaaki Fuji,Pukuola Tagawa Yamanokai Annapurna II Expedition 1985,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,07/09/1985,05/10/1985,,28,34,11/10/1985,4,Abandoned at 7020m due to bad weather and low food supply,7020,FALSE,FALSE,FALSE,4,0,8,0,0,5,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(07/09,4500m),C1(10/09,5100m),C2(20/09,5600m),C3(27/09,6200m),C4(04/10,6800m),xxx(05/10,7020m)","BC near glacier south of mountain.

5 Oct route making and returned to C4; then from 6 Oct one week bad weather (snow constantly and high wind). 6 Oct down to C2 and no one back up. Fujii and Todaka to BC 8th Oct and 11 Oct all other members to BC.

C3 hit by avalanche 25 Sept when 2 members inside and 2 Oct 3 members 6700m another avalanche but no one injured; no other accidents.

Most difficult part is rock above C4 where one Japanese died at 7400m in autumn 1981. Team will follow same route as 1983 autumn Australians.","C3 hit by avalanche, but no one injured; no other accidents",,,FALSE,FALSE,FALSE,FALSE,FALSE,,2452109,
ANN286102,ANN2,1986,1,1,N Face-W Ridge,,,,Spain,Jesus Bereziartua,Azpeitia Annapurna II 86,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Marshyangdi->Pisang,26/03/1986,30/04/1986,,35,37,02/05/1986,4,Abandoned at 7000m due to bad weather,7000,FALSE,FALSE,FALSE,3,0,7,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(26/03,3800m),C1(28/03,4800m),C2(08/04,5500m),C3(13/04,6400m),C4(30/04,7000m),xxx(30/04,7000m)","Segurola and Augustin stayed in C4 for 2 days waiting for good weather but continued to snow and always strong winds and very cold, so climb abandoned. No technical problems. BC much lower than planned because of snow. Route same as Nepalese Police to Annapurna IV and US to Annapurna II.

             ",None,1st Spanish attempt,Remote Adventure,FALSE,FALSE,FALSE,FALSE,FALSE,,2452317,
ANN286101,ANN2,1986,1,1,NW Ridge-W Ridge,,,,USA,"Lucy Smith, Shari Kearney",1986 American Expedition to Annapurna II,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Marshyangdi->Hongde->Sabje Khola,23/03/1986,04/05/1986,,42,46,08/05/1986,4,Abandoned at 7250m due to fierce winds above C3,7250,FALSE,FALSE,FALSE,5,0,9,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(23/03,3800m),C1(28/03,4665m),C2(07/04,5250m),C3(18/04,5880m),C4(01/05,6340m),C5(03/05,6765m),xxx(04/05,7250m)","BC at 3780m at Sabje Khola NNW of Annapurna IV, very near Spanish BC Basque
C1 at 4665m next to Basque C1
C2 at 5250m just 1/2 hour below Basques C2 on NW Buttress of Annapurna IV
C3 at 5880m towards top of NW Buttress, below Basque C3
C4 at 6340m beginning of NW Ridge of Annapurna IV
C5 at 6765m on NW Ridge of Annapurna IV
High point at ridge between Annapurna II and Annapurna IV.

Route to C1 normally yak pastures and moraine but now deep in snow that avalanched. 5 days snowstorm between establishing C1 and C2. C3 site reached 10th April, but stocked C2 before occupying C3 and bad weather also slowed progress. C4 placed in 3 different sites: 21,200 ft on 24th April, 20,800 ft on 29th and 100 yds away at same altitude next day. By end of April clear winds too strong to climb Annapurna II and requested Annapurna IV permit. 4th May reached ridge between Annapurna IV and Annapurna II to see rest of route to Annapurna II. Winds too strong for camps to stand. Annapurna IV permit denied by HMG. Now running out of fuel, never had 2 days in succession of good weather. Also getting tired; got everything off mountain in 2 days. Left BC 8th May.",,,Mountain Travel,FALSE,FALSE,FALSE,FALSE,FALSE,,2452321,
ANN287301,ANN2,1987,3,1,S Face,,,,Japan,Kunihiko Kondo,Okayama Climbing Club Annapurna II SE Face Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Madi Khola->Siklis and Hogagoth (lost village),15/09/1987,13/10/1987,,28,36,21/10/1987,10,"Abandoned at 7500m due to dangerous route, strong cold wind",7500,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(15/09,2500m),ABC(20/09,4500m),Dep(02/10,6600m),xxx(13/10,7500m)","BC  SSW of mountain and SE of point 6103m 
ABC 4500m below icefall (really a biv site, no fixed camp)
Deposit above a rock band
High point at rock face.

18th Oct began alpine-style ascent with no fixed camp above BC: only 1 tent taken above BC so ""ABC"" was not a fixed camp. In reaching its site, bivouacked at 3500m 18th Sept 4000m, 19th Sept 4500m and ABC on 20th Sept. Then took 10 days to make route through icefall (actually nearly horizantally along icefall) till came to safe part of rock face above it (in 1984 had been able to go directly up icefall in 1 day's climb, but this year falling ice blocks from above rock face made it too dangerous). Then 11 more days up rock face to high point of 7500m on this very long route. 13th Oct slept at 7000m and on down to BC in 6 days. 

Route difficult and dangerous rock face and icefall. From BC to top there are 3 rock faces which are very steep. In descent had 1 day's rest at ABC and arrived at BC 19th Oct. Climb finished one time through icefall was enough, very cold strong wind threatened frostbite. No good camp/biv sites on face. Left BC 21 Oct and reached KTM 23 Oct.

""This mountain very dangerous - next time in Nepal, another mountain.""

The two-man team climbed alpine-style in an attempt to pioneer a new variation of the normal South Face route. But they found that whereas in 1984 it had been possible to go up through the icefall in one day, this time ice blocks falling from above the rock face made that too dangerous, and it took ten days to make a route in safety along the icefall to rock face. Then 11 more days were spent moving up the rock face on the very long route till they reached their highest point, 7500m, on 13th Oct. The attempt was now abandoned: they needed rest and better shelter, they did not want to move through the icefall more than once, very strong cold winds threatened them with frostbite, there were no good bivouac sites on the face, and the mountain was very dangerous. ""Next time in Nepal, we go to other mountain.""",None,,Jai Himal Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,,2452939,
ANN290301,ANN2,1990,3,1,N Face,,,,USA,Steven Brimmer,American Annapurna II Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,22/09/1990,10/10/1990,,18,20,12/10/1990,4,"Abandoned at 7200m due to low temperatures, high winds",7200,FALSE,FALSE,FALSE,3,0,7,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(22/09,4725m),ABC(28/09,5300m),C1(29/09,5800m),C2(02/10,6220m),C3(10/10,7200m),xxx(10/10)","BC  near Annapurna IV BC site
ABC ESE of BC across moraine from BC
C2  on North Face
C3  on North Face.

Changed planned route because of extreme avalanche danger on original route; shifted to route followed by Koreans in Aut 1989 which is far to right of original line intended. Much avalanche activity. Another line to far right one day 15 avalanches in 12 hours of day light. 2 Sherpas slept in C3 on 10th Oct and during night both Sherpa's feet frostbitten, one being evacuated by RNAC scheduled flight to prevent damage. Members going up on 11th met the 2 Sherpas, who reported -20 degrees and fierce wind. Members turned back. 13th Oct snow at BC and 14th BC tents destroyed by wind.",2 Sherpas frostbitten but will heal,,Yangrima,FALSE,FALSE,FALSE,FALSE,FALSE,,2454260,
ANN450201,ANN4,1950,2,1,NW Ridge,,,,UK,H. W. Tilman,British West Nepal Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,New Zealand,Marshyangdi->Hongde->Sabje Khola,04/06/1950,17/06/1950,,13,0,30/12/1899,4,Abandoned at 7300m due to bad weather,7300,FALSE,FALSE,FALSE,4,0,6,0,0,5,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Recon Annapurna II (ANN2-502-01) and Manaslu (MANA-502-01); attempted Kang Guru (KGUR-502-01),"BC(04/06,4575m),C1(07/06,5490m),C2,C3(14/06,6340m),C3(16/06),C4(16/06,6890m),xxx(17/06,7300m)",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2438550,
ANN452301,ANN4,1952,3,1,NW Ridge (recon),,,,Japan,Kinji Imanishi,Japanese Alpine Club (JAC),FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Marshyangdi->Hongde->Sabje Khola,30/12/1899,30/12/1899,,0,0,30/12/1899,4,Abandoned at 5700m due to bad weather,5700,FALSE,FALSE,FALSE,0,0,6,0,0,6,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Recon of Manaslu (MANA-523-01) and climbed Chulu West (CHUW-523-01),xxx(5700m),,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,5102,
ANN453101,ANN4,1953,1,1,Reconnaissance from S,,,,UK,Basil R. Goodfellow,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Seti Khola->Madi Khola,30/12/1899,30/12/1899,,0,0,30/12/1899,12,,0,FALSE,FALSE,FALSE,0,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Recon of Annapurna II (ANN2-531-01),,Reconnaissance of Annapurna II and IV,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,5103,
ANN453301,ANN4,1953,3,1,S Face (recon),NW Ridge,,,Japan,Toshio Imanishi,Academic Alpine Club of the University of Kyoto,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,Marshyangdi->Hongde->Sabje Khola,21/10/1953,30/12/1899,,0,14,04/11/1953,4,Abandoned at 7100m due to high winds,7100,FALSE,FALSE,FALSE,6,0,7,0,0,7,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Recon of Annapurna II (ANN2-533-01),"BC(21/10,4030m),C1(22/10,5000m),C2(24/10,5740m),C3(26/10,6100m),C4(31/10,6785m),C5(02/11,7100m),xxx(04/11)",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,5103,
ANN455101,ANN4,1955,1,1,NW Ridge,,,,W Germany,Heinz Steinmetz,German Nepal Expedition,TRUE,FALSE,FALSE,FALSE,1st,,,,FALSE,FALSE,,Marshyangdi->Hongde->Sabje Khola,13/05/1955,30/05/1955,1730,17,0,30/12/1899,1,,7525,FALSE,FALSE,FALSE,4,0,4,3,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Climbed Chulu East (CHUE-552-01), Kang Guru (KGUR-552-01), Pisang (PISA-552-01), Dam Kang West, Kang Juri, Lamjung West and Yulo Kang (all 1st ascents); recon Lamjung (LAMJ-551-01)","BC(13/05,4575m),ABC(17/05),C1(19/05,5440m),C2(24/05,6100m),C3(25/05,6460m),Smt(30/05),Biv(7100m)","Sherpas (names from literature):
  Da Temba (HC #212, 1930)
  Dawa Thondup (Da Thondup) (HC #49)",,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2440408,
ANN457101,ANN4,1957,1,1,NW Ridge,,,,UK,Charles Evans,,TRUE,FALSE,FALSE,FALSE,2nd,,,,FALSE,FALSE,,Marshyangdi->Hongde->Sabje Khola,16/04/1957,05/05/1957,,19,32,18/05/1957,1,,7525,FALSE,FALSE,FALSE,4,0,2,2,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Attempted Annapurna II (ANN2-571-01),"BC(16/04,4725m),C1,C2,C3(01/05,6550m),C4(04/05,7000m),Smt(05/05)",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2441116,
ANN460101,ANN4,1960,1,1,NW Ridge,,,,UK,J. O. M. Roberts,,TRUE,FALSE,FALSE,FALSE,"3rd,4th",,,,FALSE,FALSE,Nepal,Marshyangdi->Hongde->Sabje Khola,15/03/1960,18/05/1960,,64,0,30/12/1899,1,,7525,FALSE,FALSE,FALSE,5,0,4,3,0,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Climbed Annapurna II (ANN2-601-01),"BC(15/03,3350m),ABC(4575m),C1(5365m),C2(5800m),C3(26/04,6400m),C4(30/04,6900m),C5(15/05,7270m),Smt(18-19/05)",,,,,FALSE,FALSE,FALSE,TRUE,TRUE,ANN260101,2442273,
ANN469301,ANN4,1969,3,1,NW Ridge,,,,Czechoslovakia,Vladimir Prochazka,"Northern Bohemian Mountaineering Club, Libecec, Czechoslovakia",TRUE,FALSE,FALSE,FALSE,5th,,,,FALSE,FALSE,,Marshyangdi->Hongde->Sabje Khola,30/12/1899,07/10/1969,1430,0,0,30/12/1899,1,,7525,FALSE,FALSE,FALSE,4,0,9,1,0,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(4000m),C1(5000m),C2(5800m),C3(01/10,6500m),C4(06/10,7100m),Smt(07/10)","13 Oct 1969

The Czechoslovak Annapurna expedition has become successful in scaling the Annapurna IV, learned from the Foreign Ministry today.

Milos Albrecht and Ang Babu Sherpa of the Czechoslovakia Annapurna IV expedition reached the summit at 2:30 pm on 7th Oct.

The first attempt to reach the peak was made by messers Masek, Chladek, Kopal and Simon on 2nd Oct [from C3] and returned from 450m below the peak.

The second attempt was made on the 7th Oct by Vesely, Milos Albrecht and Ang Babu Sherpa, but only Albrecht and Sherpa reached the peak. Vesely turned back due to severe AMS.",,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2445801,
ANN469302,ANN4,1969,3,1,N Face-NW Ridge,,,,Yugoslavia,Ales Kunaver,,TRUE,FALSE,FALSE,FALSE,6th,,,,FALSE,FALSE,,Marshyangdi->Hongde->Sabje Khola,25/09/1969,21/10/1969,,26,31,26/10/1969,1,,7525,FALSE,FALSE,FALSE,5,0,10,3,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Climbed Annapurna II (ANN2-693-01),"LowBC(25/09,3950m),BC(27/09,4650m),C1(27/09,5300m),C2(6000m),C3(6400m),C4,C5(7350m),Smt(10/21/10)","Summited after sunset, returned to C6 at 2:30 am.


Jerin - 7 Nov 1969

Arrive KTM Thursday Draslar, Mlekuz and Jerin; rest tomorrow afternoom by charter. Draslar fingers OK, but one toe uncertain still.

Started for summit 9 am. 3 pm in afternoon still very low. At 6 pm last part and descended by moonlight very bright, but very cold. Days shorter than in spring (at 5 pm getting dark).

Were exhausted by time returned to camp, could not have come down alone.

Expedition reached Pokhara yesterday and Jerin and liaison officer to KTM Wednesday.


JOM Roberts - 3 Nov 1969

West Ridge of Annapurna II: waxy ridge, series of snow towers.
Up to summit of C4 for observation and radio contact.
Annapurna IV just a feature south of West Ridge of Annapurna II.
Security team = support team.
C6 probably where West Ridge steepens to summit of Annapurna II.

C5 = 24,000 ft 
C6 = 23,800 ft ? or above

Support team at Annapurna IV summited and returned down to C5 for night.

Bonington, Richard Grant and Sherpa Ang Nima except C5 to summit and down C3 (created while they were climbing) all in daylight.


Kunaver - 11 Sept 1969

Approach march will be wide sweep northeast from Pokhara and north of Annapurna massif to Marshyangdi River to east of Braga and the south to ridge leading to Annapurna IV and below summit of C4 along ridge to C2.

5 camps above base; summit attempt up to 20 Oct. Establish base 25 Sept. Need at least 3-1/2 weeks before final assault for acclimatization.

Liaison officer D. B. Rain (2 Indian Everest and 1 Japanese expeditions); from Home Ministry.

Botanical research as well as climbing, especially moss and other very primitive plants at high altitudes; Kazmir Draslar bird's parasite collect.

Base very near Czechs.

Members Kunaver, Sazonov, Stupnik and Malezic KTM to Pokhara 12 Sept; others 10th Sept except Jerin (9) who goes on 13 Sept.",,,,FALSE,FALSE,TRUE,TRUE,TRUE,ANN269301,2445815,
